RK,SCHOOL,CONF,COACH,SCHOOL PAY,TOTAL PAY,MAX BONUS,ASST PAY TOTAL,SCHOOL BUYOUT AS OF 4/1/19
901,Northern Illinois,MAC,Craig Harmon,"$90,490","$90,490","$24,082","$995,770",--
902,Ohio,MAC,Dwayne Dixon,"$90,184","$90,184",$0,"$1,059,368",--
903,Texas-El Paso,C-USA,Mike Simmonds,"$90,000","$90,000","$35,000","$1,317,500",--
904,Charlotte,C-USA,Chip West,"$90,000","$90,000","$4,500","$1,044,320",--
905,Georgia State,Sun Belt,Blake Gideon,"$90,000","$90,000","$10,000","$1,230,000",--
906,Miami (Ohio),MAC,Lamar Conard,"$90,000","$90,000","$17,000","$1,065,200",--
907,Charlotte,C-USA,Keith Henry,"$90,000","$90,000","$4,500","$1,044,320",--
908,Kent State,MAC,Zac Barton,"$90,000","$90,000",$0,"$839,200",--
909,Marshall,C-USA,Cornell Brown,"$90,000","$90,000","$15,000","$1,232,000",--
910,Georgia State,Sun Belt,Tim Bowens,"$90,000","$90,000","$10,000","$1,230,000",--
911,Marshall,C-USA,Pepe Pearson,"$90,000","$90,000","$15,000","$1,232,000",--
912,Florida Atlantic,C-USA,Gary Harrell,"$90,000","$90,000","$2,500","$1,500,000",--
913,Eastern Michigan,MAC,Ben Needham,"$90,000","$90,000",$0,"$999,482",--
914,Southern Mississippi,C-USA,Paul Gonnella,"$90,000","$90,000","$7,500","$1,100,000",--
915,Buffalo,MAC,Jim Zebrowski,"$89,500","$89,500",$0,"$1,042,934",--
916,Massachusetts,Ind.,Spencer Whipple,"$89,000","$89,000","$12,917","$887,500",--
917,Massachusetts,Ind.,Charles Walker,"$89,000","$89,000","$12,917","$887,500",--
918,Ball State,MAC,Chevis Jackson,"$88,800","$88,800","$11,000","$1,011,617",--
919,Western Michigan,MAC,Dontae Wright,"$88,000","$88,000","$5,000","$1,138,000",--
920,Buffalo,MAC,Roc Bellantoni,"$88,000","$88,000",$0,"$1,042,934",--
921,Buffalo,MAC,Tim Edwards,"$87,539","$87,539",$0,"$1,042,934",--
922,Bowling Green,MAC,Seth Doege,"$87,525","$87,525",$0,"$904,320",--
923,Ball State,MAC,Alex Bailey,"$87,138","$87,138","$11,000","$1,011,617",--
924,Colorado State,Mt. West,George Helow,"$87,125","$87,125","$19,520","$1,942,375",--
925,Eastern Michigan,MAC,Rob Reeves,"$87,000","$87,000",$0,"$999,482",--
926,Old Dominion,C-USA,Chris Malone,"$86,700","$86,700",$0,"$1,129,051",--
927,Bowling Green,MAC,Marcus White,"$86,700","$86,700",$0,"$904,320",--
928,Texas State,Sun Belt,Jules Montinar,"$86,515","$86,515","$10,813","$979,920",--
929,Toledo,MAC,Robby Discher,"$86,113","$86,113",$0,"$1,033,802",--
930,South Alabama,Sun Belt,Larry Warner,"$86,000","$86,000","$10,000","$1,225,000",--
931,Middle Tennessee,C-USA,Tommy West,"$85,000","$85,750","$10,625","$1,263,296",--
932,Georgia Southern,Sun Belt,Cory Peoples,"$85,000","$85,000","$15,500","$1,245,000",--
933,Western Michigan,MAC,Ashton Aikens,"$85,000","$85,000","$5,000","$1,138,000",--
934,Northern Illinois,MAC,Melvin Rice,"$85,000","$85,000","$23,583","$995,770",--
935,Troy,Sun Belt,Sean Dawkins,"$85,000","$85,000","$10,625","$1,430,000",--
936,Louisiana-Monroe,Sun Belt,Perry Carter,"$85,000","$85,000",$0,"$975,000",--
937,Louisiana-Monroe,Sun Belt,Kyle Segler,"$85,000","$85,000",$0,"$975,000",--
938,Louisiana-Monroe,Sun Belt,Anthony Camp,"$85,000","$85,000",$0,"$975,000",--
939,Louisiana Tech,C-USA,Jeff Burris,"$85,000","$85,000",$0,"$1,215,000",--
940,Georgia Southern,Sun Belt,Victor Cabral,"$85,000","$85,000","$15,500","$1,245,000",--
941,Marshall,C-USA,Mike Treier,"$85,000","$85,000","$14,167","$1,232,000",--
942,Texas State,Sun Belt,Isaac Mooring,"$85,000","$85,000","$10,624","$979,920",--
943,Northern Illinois,MAC,Steve Crutchley,"$85,000","$85,000","$23,583","$995,770",--
944,Eastern Michigan,MAC,Jay Peterson,"$84,362","$84,362",$0,"$999,482",--
945,Miami (Ohio),MAC,Israel Woolfork,"$84,000","$84,000","$16,000","$1,065,200",--
946,Miami (Ohio),MAC,Pat Welsh,"$84,000","$84,000","$16,000","$1,065,200",--
947,Eastern Michigan,MAC,Fred Reed,"$84,000","$84,000",$0,"$999,482",--
948,New Mexico State,Ind.,John Mumford,"$82,500","$82,500","$2,000","$862,501",--
949,Akron,MAC,Trent Boykin,"$82,040","$82,040","$17,172","$931,140",--
950,Marshall,C-USA,Dallas Baker,"$82,000","$82,000","$13,667","$1,232,000",--
951,New Mexico State,Ind.,Brian Bell,"$81,500","$81,500","$2,000","$862,501",--
952,Texas State,Sun Belt,Adrian Mayes,"$81,440","$81,440","$10,179","$979,920",--
953,New Mexico State,Ind.,Cory Martin,"$80,935","$80,935","$2,000","$862,501",--
954,New Mexico State,Ind.,Chase Holbrook,"$80,935","$80,935","$2,000","$862,501",--
955,Ball State,MAC,Keith McKenzie,"$80,800","$80,800","$11,000","$1,011,617",--
956,Middle Tennessee,C-USA,Jeff Beckles,"$80,000","$80,750","$10,000","$1,263,296",--
957,Buffalo,MAC,Daryl Agpalsa,"$80,111","$80,111",$0,"$1,042,934",--
958,Boise State,Mt. West,Spencer Danielson,"$80,018","$80,018","$26,001","$2,345,018",--
959,Wyoming,Mt. West,Gordie Haug,"$80,004","$80,004",$0,"$1,924,297",--
960,North Texas,C-USA,Tashard Choice,"$80,000","$80,000","$6,667","$1,720,000",--
961,Western Michigan,MAC,Nick Sanchez,"$80,000","$80,000","$5,000","$1,138,000",--
962,Nevada,Mt. West,Mike Chamoures,"$80,000","$80,000","$3,334","$1,391,345",--
963,Northern Illinois,MAC,Jake Landry,"$80,000","$80,000","$23,166","$995,770",--
964,Appalachian State,Sun Belt,Nic Cardwell,"$80,000","$80,000","$35,166","$1,255,450",--
965,Coastal Carolina,Sun Belt,T.J. Hollowell,"$80,000","$80,000",$0,"$1,134,750",--
966,Bowling Green,MAC,Jimmy Williams,"$80,000","$80,000",$0,"$904,320",--
967,Texas State,Sun Belt,Kyle Hoke,"$80,000","$80,000","$10,000","$979,920",--
968,Coastal Carolina,Sun Belt,Newland Isaac,"$80,000","$80,000",$0,"$1,134,750",--
969,Coastal Carolina,Sun Belt,Shawn Howe,"$80,000","$80,000",$0,"$1,134,750",--
970,Texas-El Paso,C-USA,Scotty Ohara,"$80,000","$80,000","$31,665","$1,317,500",--
971,Northern Illinois,MAC,Tyler Yelk,"$80,000","$80,000","$23,166","$995,770",--
972,Miami (Ohio),MAC,E.J. Whitlow,"$80,000","$80,000","$15,333","$1,065,200",--
973,Northern Illinois,MAC,Walter Stewart,"$80,000","$80,000","$23,166","$995,770",--
974,Appalachian State,Sun Belt,D.J. Smith,"$80,000","$80,000","$35,166","$1,255,450",--
975,Central Michigan,MAC,Jayden Everett,"$79,349","$79,349",$0,"$977,147",--
976,New Mexico State,Ind.,Matt Christian,"$79,131","$79,131","$2,000","$862,501",--
977,Western Kentucky,C-USA,Ryan Mahaffey,"$75,000","$77,800",$0,"$1,096,432",--
978,Ball State,MAC,Kevin Lynch,"$77,770","$77,770","$11,000","$1,011,617",--
979,San Diego State,Mt. West,Demetrius Sumler,"$75,000","$77,400","$37,750","$1,700,984",--
980,Central Michigan,MAC,Tavita Thompson,"$77,063","$77,063",$0,"$977,147",--
981,Massachusetts,Ind.,Dave Wissman,"$77,000","$77,000","$11,917","$887,500",--
982,Ohio,MAC,De'Angelo Smith,"$76,592","$76,592",$0,"$1,059,368",--
983,Charlotte,C-USA,Charlie Skalaski,"$75,520","$75,520","$3,776","$1,044,320",--
984,Florida International,C-USA,Drew Davis,"$75,000","$75,000","$37,500","$1,597,814",--
985,Alabama at Birmingham,C-USA,Hindley Brigham,"$75,000","$75,000","$6,250","$1,110,250",--
986,Louisiana-Monroe,Sun Belt,Alan Ricard,"$75,000","$75,000",$0,"$975,000",--
987,Akron,MAC,Marcus Wattley,"$75,000","$75,000","$16,000","$931,140",--
988,Nevada-Las Vegas,Mt. West,Eric Brown,"$75,000","$75,000","$6,250","$1,371,010",--
989,Alabama at Birmingham,C-USA,Kyle Tatum,"$75,000","$75,000","$6,250","$1,110,250",--
990,Utah State,Mt. West,DeAndre Smith,"$75,000","$75,000","$12,500","$1,700,000",--
991,San Diego State,Mt. West,Richard Sanchez,"$75,000","$75,000","$37,750","$1,700,984",--
992,Akron,MAC,Brett Ekkens,"$75,000","$75,000","$16,000","$931,140",--
993,New Mexico,Mt. West,Perry Eliano,"$75,000","$75,000",$0,"$1,540,525",--
994,Louisiana-Monroe,Sun Belt,Bakari Guice,"$75,000","$75,000",$0,"$975,000",--
995,Eastern Michigan,MAC,Jay Nunez,"$75,000","$75,000",$0,"$999,482",--
996,Coastal Carolina,Sun Belt,Willy Korn,"$74,000","$74,000",$0,"$1,134,750",--
997,Alabama at Birmingham,C-USA,Larry Smith,"$72,750","$72,750","$6,063","$1,110,250",--
998,Alabama at Birmingham,C-USA,Nick Gentry,"$72,500","$72,500","$6,042","$1,110,250",--
999,Bowling Green,MAC,Jacob Schoonover,"$71,500","$71,500",$0,"$904,320",--
1000,Ohio,MAC,Tremayne Scott,"$71,050","$71,050",$0,"$1,059,368",--
1001,Arkansas State,Sun Belt,Kyle Cefalo,"$70,000","$71,000","$5,833","$1,289,796",--
1002,Southern Mississippi,C-USA,Eddie Hicks,"$70,000","$70,000","$5,833","$1,100,000",--
1003,Kent State,MAC,Matthew Middleton,"$70,000","$70,000",$0,"$839,200",--
1004,Toledo,MAC,Ricky Ciccone,"$70,000","$70,000",$0,"$1,033,802",--
1005,Texas-San Antonio,C-USA,Deron Wilson,"$70,000","$70,000",$0,"$1,370,000",--
1006,Texas-San Antonio,C-USA,Giovanni Vizza,"$70,000","$70,000",$0,"$1,370,000",--
1007,Massachusetts,Ind.,Darrius Smith,"$70,000","$70,000","$11,333","$887,500",--
1008,Toledo,MAC,Kerry Dixon,"$70,000","$70,000",$0,"$1,033,802",--
1009,Northern Illinois,MAC,Dan Sabock,"$70,000","$70,000","$22,333","$995,770",--
1010,Texas-El Paso,C-USA,Remington Rebstock,"$67,500","$67,500","$27,500","$1,317,500",--
1011,Kent State,MAC,Brian Cochran,"$66,000","$66,000",$0,"$839,200",--
1012,Arkansas State,Sun Belt,Nick Paremski,"$65,000","$65,000","$5,417","$1,289,796",--
1013,Florida Atlantic,C-USA,Clint Trickett,"$65,000","$65,000","$2,500","$1,500,000",--
1014,Kent State,MAC,Will Windham,"$65,000","$65,000",$0,"$839,200",--
1015,Bowling Green,MAC,LaMarcus Hicks,"$65,000","$65,000",$0,"$904,320",--
1016,Arkansas State,Sun Belt,Chris Buckner,"$65,000","$65,000","$5,417","$1,289,796",--
1017,Texas-El Paso,C-USA,Jake Waters,"$65,000","$65,000","$26,665","$1,317,500",--
1018,Buffalo,MAC,Alan Hensell,"$62,345","$62,345",$0,"$1,042,934",--
1019,Western Kentucky,C-USA,Jami DeBerry,"$60,000","$61,300",$0,"$1,096,432",--
1020,Kent State,MAC,Colin Ferrell,"$61,200","$61,200",$0,"$839,200",--
1021,South Alabama,Sun Belt,Mike Bangston,"$61,000","$61,000","$6,875","$1,225,000",--
1022,San Jose State,Mt. West,Kevin McGiven,"$60,864","$60,864","$3,000","$1,320,240",--
1023,Charlotte,C-USA,Johnson Richardson,"$60,250","$60,250","$3,013","$1,044,320",--
1024,Southern Mississippi,C-USA,Brock Hays,"$60,000","$60,000","$5,000","$1,100,000",--
1025,Florida Atlantic,C-USA,Jaron Fairman,"$60,000","$60,000","$2,500","$1,500,000",--
1026,Kent State,MAC,Jonathan Cooley,"$60,000","$60,000",$0,"$839,200",--
1027,Georgia Southern,Sun Belt,Andrew Dodge,"$60,000","$60,000","$15,500","$1,245,000",--
1028,Akron,MAC,Kory Gribbin,"$60,000","$60,000","$13,500","$931,140",--
1029,Utah State,Mt. West,Uani 'Unga,"$60,000","$60,000","$5,000","$1,700,000",--
1030,Massachusetts,Ind.,Steve Costello,"$59,500","$59,500","$10,458","$887,500",--
1031,Old Dominion,C-USA,Sam Perryman,"$58,089","$58,089",$0,"$1,129,051",--
1032,Old Dominion,C-USA,John Allen,"$58,000","$58,000",$0,"$1,129,051",--
1033,Kent State,MAC,Macky Macpherson,"$57,000","$57,000",$0,"$839,200",--
1034,Massachusetts,Ind.,Scott Woodward,"$56,000","$56,000","$10,167","$887,500",--
1035,Massachusetts,Ind.,Leonard Hankerson,"$56,000","$56,000","$10,167","$887,500",--
1036,Massachusetts,Ind.,Sean Duggan,"$56,000","$56,000","$10,167","$887,500",--
1037,Buffalo,MAC,Taiwo Onatolu,"$55,000","$55,000",$0,"$1,042,934",--
1038,Western Kentucky,C-USA,Maurice Crum,"$50,004","$53,304",$0,"$1,096,432",--
1039,Middle Tennessee,C-USA,Dustin Royston,"$50,000","$50,750","$6,250","$1,263,296",--
1040,Middle Tennessee,C-USA,Siriki Diabate,"$50,000","$50,750","$6,250","$1,263,296",--
1041,Middle Tennessee,C-USA,Austin Silvoy,"$50,000","$50,750","$6,250","$1,263,296",--
1042,New Mexico State,Ind.,Ronnie Pentz,"$50,000","$50,000","$2,000","$862,501",--
1043,Bowling Green,MAC,DeJon Gomes,"$50,000","$50,000",$0,"$904,320",--
1044,New Mexico State,Ind.,Chili Davis,"$50,000","$50,000","$2,000","$862,501",--
1045,Texas State,Sun Belt,Preston Mason,"$50,000","$50,000","$6,250","$979,920",--
1046,Charlotte,C-USA,Brad Queen,"$50,000","$50,000","$2,500","$1,044,320",--
1047,Louisiana Tech,C-USA,Erik Link,"$50,000","$50,000",$0,"$1,215,000",--
1048,Oklahoma,Big 12,Bob Diaco,"$48,000","$48,000",$0,"$5,133,000",--
1049,Central Michigan,MAC,Tony Coaxum,"$46,237","$46,237",$0,"$977,147",--
1050,Fresno State,Mt. West,Lucus Gingold,"$45,760","$45,760","$7,322","$1,816,136",--
1051,Ball State,MAC,Cory Connolly,"$45,000","$45,000","$11,000","$1,011,617",--
1052,Western Kentucky,C-USA,Matthew Mitchell (FB),"$40,008","$40,008",$0,"$1,096,432",--
1053,Western Kentucky,C-USA,Kenny Martin,"$40,008","$40,008",$0,"$1,096,432",--
1054,Old Dominion,C-USA,Frank Wilson,"$35,000","$35,000",$0,"$1,129,051",--
1055,Western Kentucky,C-USA,T.J. Woods,"$33,708","$33,708",$0,"$1,096,432",--
1056,Nevada-Las Vegas,Mt. West,Tim Skipper,"$23,660","$23,660","$1,972","$1,371,010",--
1057,Rice,C-USA,Cedric Calhoun,--,--,--,$0,--
1058,Tulane,AAC,Slade Nagle,--,--,--,$0,--
1059,Baylor,Big 12,Evan Cooper,--,--,--,$0,--
1060,Rice,C-USA,Scott Vestal,--,--,--,$0,--
1061,Tulane,AAC,Doug Ruse,--,--,--,$0,--
1062,Southern California,Pac-12,Neil Callaway,--,--,--,$0,--
1063,Notre Dame,Ind.,Terry Joseph,--,--,--,$0,--
1064,Tulsa,AAC,Beau Trahan,--,--,--,"$401,191",--
1065,Vanderbilt,SEC,Gerry Gdowski,--,--,--,$0,--
1066,Southern Methodist,AAC,Trey Haverty,--,--,--,$0,--
1067,Air Force,Mt. West,Mike Thiessen,--,--,--,$0,--
1068,Navy,AAC,Dan O'Brien,--,--,--,$0,--
1069,Temple,AAC,Chris Wiesehan,--,--,--,$0,--
1070,Miami (Fla.),ACC,Ron Dugans,--,--,--,$0,--
1071,Air Force,Mt. West,Nick Jones,--,--,--,$0,--
1072,Vanderbilt,SEC,C.J. Ah You,--,--,--,$0,--
1073,Pittsburgh,ACC,Rob Harley,--,--,--,$0,--
1074,Navy,AAC,Napoleon Sykes,--,--,--,$0,--
1075,Stanford,Pac-12,Ron Gould,--,--,--,$0,--
1076,Pittsburgh,ACC,Shawn Watson,--,--,--,$0,--
1077,Southern Methodist,AAC,Kevin Curtis,--,--,--,$0,--
1078,Rice,C-USA,Bill Best,--,--,--,$0,--
1079,Wake Forest,ACC,Dave Cohen,--,--,--,$0,--
1080,Texas Christian,Big 12,Paul Gonzales,--,--,--,"$963,416",--
1081,Baylor,Big 12,Glenn Thomas,--,--,--,$0,--
1082,Syracuse,ACC,Kirk Martin,--,--,--,$0,--
1083,Miami (Fla.),ACC,Jon Richt,--,--,--,$0,--
1084,Hawaii,Mt. West,Craig Stutzmann,--,--,--,$0,--
1085,Liberty,Ind.,Scott Downing,--,--,--,$0,--
1086,Miami (Fla.),ACC,Todd Hartley,--,--,--,$0,--
1087,Air Force,Mt. West,Matt Weikert,--,--,--,$0,--
1088,Army,Ind.,Josh Christian-Young,--,--,--,$0,--
1089,Stanford,Pac-12,Pete Alamar,--,--,--,$0,--
1090,Tulsa,AAC,Jermial Ashley,--,--,--,"$401,191",--
1091,Southern California,Pac-12,Johnny Nansen,--,--,--,$0,--
1092,Brigham Young,Ind.,Jernaro Gilford,--,--,--,$0,--
1093,Hawaii,Mt. West,Andre Allen,--,--,--,$0,--
1094,Boston College,ACC,Scot Loeffler,--,--,--,$0,--
1095,Syracuse,ACC,Nick Monroe,--,--,--,$0,--
1096,Syracuse,ACC,Mike Lynch,--,--,--,$0,--
1097,Navy,AAC,Sione Po'uha,--,--,--,$0,--
1098,Pittsburgh,ACC,Archie Collins,--,--,--,$0,--
1099,Pittsburgh,ACC,Randy Bates,--,--,--,$0,--
1100,Duke,ACC,Re'quan Boyette,--,--,--,$0,--
1101,Notre Dame,Ind.,Todd Lyght,--,--,--,$0,--
1102,Temple,AAC,Ed Foley,--,--,--,$0,--
1103,Brigham Young,Ind.,Preston Hadley,--,--,--,$0,--
1104,Liberty,Ind.,Mike Brown (Football),--,--,--,$0,--
1105,Tulane,AAC,Michael Mutz,--,--,--,$0,--
1106,Wake Forest,ACC,John Hunter,--,--,--,$0,--
1107,Northwestern,Big Ten,Matt MacPherson,--,--,--,$0,--
1108,Army,Ind.,Kevin Corless,--,--,--,$0,--
1109,Liberty,Ind.,Vantz Singletary,--,--,--,$0,--
1110,Stanford,Pac-12,Diron Reynolds,--,--,--,$0,--
1111,Penn State,Big Ten,Tim Banks,--,--,--,"$603,643",--
1112,Liberty,Ind.,Aaron Wilkins,--,--,--,$0,--
1113,Brigham Young,Ind.,Fesi Sitake,--,--,--,$0,--
1114,Army,Ind.,Jay Bateman,--,--,--,$0,--
1115,Air Force,Mt. West,Brian Knorr,--,--,--,$0,--
1116,Tulsa,AAC,Joseph Gillespie,--,--,--,"$401,191",--
1117,Baylor,Big 12,Joey McGuire,--,--,--,$0,--
1118,Texas Christian,Big 12,Chris Thomsen,--,--,--,"$963,416",--
1119,Hawaii,Mt. West,Ricky Logo,--,--,--,$0,--
1120,Wake Forest,ACC,Lyle Hemphill,--,--,--,$0,--
1121,Stanford,Pac-12,Kevin Carberry,--,--,--,$0,--
1122,Penn State,Big Ten,Phil Galiano,--,--,--,"$603,643",--
1123,Brigham Young,Ind.,Aaron Roderick,--,--,--,$0,--
1124,Southern California,Pac-12,Clancy Pendergast,--,--,--,$0,--
1125,Air Force,Mt. West,Steed Lobotzke,--,--,--,$0,--
1126,Air Force,Mt. West,Jacob Campbell,--,--,--,$0,--
1127,Texas Christian,Big 12,Zarnell Fitch,--,--,--,"$963,416",--
1128,Penn State,Big Ten,Ricky Rahne,--,--,--,"$603,643",--
1129,Boston College,ACC,Bill Sheridan,--,--,--,$0,--
1130,Southern California,Pac-12,Tee Martin,--,--,--,$0,--
1131,Wake Forest,ACC,Tom Gilmore,--,--,--,$0,--
1132,Notre Dame,Ind.,Jeff Quinn,--,--,--,$0,--
1133,Southern Methodist,AAC,David Gru,--,--,--,$0,--
1134,Southern California,Pac-12,John Baxter,--,--,--,$0,--
1135,Boston College,ACC,Frank Leonard,--,--,--,$0,--
1136,Texas Christian,Big 12,Jarrett Anderson,--,--,--,"$963,416",--
1137,Pittsburgh,ACC,Kevin Sherman,--,--,--,$0,--
1138,Duke,ACC,Lanier Goethie,--,--,--,$0,--
1139,Penn State,Big Ten,Tyler Bowen,--,--,--,"$603,643",--
1140,Tulsa,AAC,Aaron Fletcher,--,--,--,"$401,191",--
1141,Baylor,Big 12,Jeff Nixon,--,--,--,$0,--
1142,Penn State,Big Ten,David Corley,--,--,--,"$603,643",--
1143,Air Force,Mt. West,Taylor Stubblefield,--,--,--,$0,--
1144,Duke,ACC,Kirk Benedict,--,--,--,$0,--
1145,Wake Forest,ACC,Nicholas Tabacca,--,--,--,$0,--
1146,Miami (Fla.),ACC,Ephraim Banda,--,--,--,$0,--
1147,Temple,AAC,Adam DiMichele,--,--,--,$0,--
1148,Tulane,AAC,Jack Curtis,--,--,--,$0,--
1149,Baylor,Big 12,Phil Snow,--,--,--,$0,--
1150,Army,Ind.,Mike Viti,--,--,--,$0,--
1151,Hawaii,Mt. West,Michael Ghobrial,--,--,--,$0,--
1152,Texas Christian,Big 12,Jeremy Modkins,--,--,--,"$963,416",--
1153,Southern California,Pac-12,Kenechi Udeze,--,--,--,$0,--
1154,Army,Ind.,Maurice Sims,--,--,--,$0,--
1155,Boston College,ACC,Phil Trautwein,--,--,--,$0,--
1156,Boston College,ACC,Brian White,--,--,--,$0,--
1157,Brigham Young,Ind.,A.J. Steward,--,--,--,$0,--
1158,Air Force,Mt. West,Jordan Eason,--,--,--,$0,--
1159,Baylor,Big 12,Mike Siravo,--,--,--,$0,--
1160,Miami (Fla.),ACC,Manny Diaz,--,--,--,$0,--
1161,Northwestern,Big Ten,Jeff Genyk,--,--,--,$0,--
1162,Northwestern,Big Ten,Bob Heffner,--,--,--,$0,--
1163,Northwestern,Big Ten,Louis Ayeni,--,--,--,$0,--
1164,Duke,ACC,Gerad Parker,--,--,--,$0,--
1165,Liberty,Ind.,Josh Bookbinder,--,--,--,$0,--
1166,Syracuse,ACC,Kim McCloud,--,--,--,$0,--
1167,Southern California,Pac-12,Keary Colbert,--,--,--,$0,--
1168,Northwestern,Big Ten,Marty Long,--,--,--,$0,--
1169,Navy,AAC,Robert Green,--,--,--,$0,--
1170,Navy,AAC,Justin Davis,--,--,--,$0,--
1171,Rice,C-USA,Gerard Wilcher,--,--,--,$0,--
1172,Temple,AAC,Dave Patenaude,--,--,--,$0,--
1173,Notre Dame,Ind.,Tom Rees,--,--,--,$0,--
1174,Navy,AAC,Mike Judge,--,--,--,$0,--
1175,Miami (Fla.),ACC,Jess Simpson,--,--,--,$0,--
1176,Temple,AAC,Jim Panagos,--,--,--,$0,--
1177,Baylor,Big 12,Frisman Jackson,--,--,--,$0,--
1178,Rice,C-USA,Drew Svoboda,--,--,--,$0,--
1179,Northwestern,Big Ten,Adam Cushing,--,--,--,$0,--
1180,Southern Methodist,AAC,Chris Brasfield,--,--,--,$0,--
1181,Syracuse,ACC,Mike Cavanaugh,--,--,--,$0,--
1182,Brigham Young,Ind.,Ed Lamb,--,--,--,$0,--
1183,Wake Forest,ACC,Brad Sherrod,--,--,--,$0,--
1184,Army,Ind.,John Loose,--,--,--,$0,--
1185,Boston College,ACC,Anthony Campanile,--,--,--,$0,--
1186,Hawaii,Mt. West,Corey Batoon,--,--,--,$0,--
1187,Baylor,Big 12,Francis Brown,--,--,--,$0,--
1188,Air Force,Mt. West,Chip Vaughn,--,--,--,$0,--
1189,Texas Christian,Big 12,Chad Glasgow,--,--,--,"$963,416",--
1190,Navy,AAC,Tony Grantham,--,--,--,$0,--
1191,Miami (Fla.),ACC,Thomas Brown,--,--,--,$0,--
1192,Army,Ind.,Chad Wilt,--,--,--,$0,--
1193,Temple,AAC,Tony Lucas,--,--,--,$0,--
1194,Pittsburgh,ACC,Tim Salem,--,--,--,$0,--
1195,Duke,ACC,Jeffrey Faris,--,--,--,$0,--
1196,Wake Forest,ACC,Wayne Lineburg,--,--,--,$0,--
1197,Northwestern,Big Ten,Mick McCall,--,--,--,$0,--
1198,Vanderbilt,SEC,Aaron Moorehead,--,--,--,$0,--
1199,Air Force,Mt. West,Ron Vanderlinden,--,--,--,$0,--
1200,Syracuse,ACC,Brian Ward,--,--,--,$0,--
1201,Northwestern,Big Ten,Tim McGarigle,--,--,--,$0,--
1202,Boston College,ACC,Rich Gunnell,--,--,--,$0,--
1203,Vanderbilt,SEC,Terrence Brown,--,--,--,$0,--
1204,Wake Forest,ACC,Warren Ruggiero,--,--,--,$0,--
1205,Syracuse,ACC,Vinson Reynolds,--,--,--,$0,--
1206,Vanderbilt,SEC,Shawn Mennenga,--,--,--,$0,--
1207,Tulsa,AAC,Jordan Najvar,--,--,--,"$401,191",--
1208,Notre Dame,Ind.,Autry Denson,--,--,--,$0,--
1209,Tulane,AAC,J.J. McCleskey,--,--,--,$0,--
1210,Liberty,Ind.,Robert Wimberly,--,--,--,$0,--
1211,Tulane,AAC,Kevin Peoples,--,--,--,$0,--
1212,Temple,AAC,Nathan Burton,--,--,--,$0,--
1213,Rice,C-USA,Brian Smith,--,--,--,$0,--
1214,Army,Ind.,Mike Krysl,--,--,--,$0,--
1215,Army,Ind.,Tucker Waugh,--,--,--,$0,--
1216,Miami (Fla.),ACC,Stacy Searels,--,--,--,$0,--
1217,Duke,ACC,Matt Guerrieri,--,--,--,$0,--
1218,Southern Methodist,AAC,Rhett Lashlee,--,--,--,$0,--
1219,Southern Methodist,AAC,Kevin Kane,--,--,--,$0,--
1220,Southern Methodist,AAC,Josh Martin,--,--,--,$0,--
1221,Wake Forest,ACC,Jay Sawvel,--,--,--,$0,--
1222,Penn State,Big Ten,Terry Smith,--,--,--,"$603,643",--
1223,Boston College,ACC,Jim Reid,--,--,--,$0,--
1224,Syracuse,ACC,Reno Ferri,--,--,--,$0,--
1225,Stanford,Pac-12,Lance Anderson,--,--,--,$0,--
1226,Navy,AAC,Ivin Jasper,--,--,--,$0,--
1227,Pittsburgh,ACC,Cory Sanders,--,--,--,$0,--
1228,Southern California,Pac-12,Tim Drevno,--,--,--,$0,--
1229,Temple,AAC,Stan Hixon,--,--,--,$0,--
1230,Liberty,Ind.,Joe Dailey,--,--,--,$0,--
1231,Southern California,Pac-12,Ronnie Bradford,--,--,--,$0,--
1232,Baylor,Big 12,Frank Okam,--,--,--,$0,--
1233,Hawaii,Mt. West,Mark Weber,--,--,--,$0,--
1234,Navy,AAC,Joe DuPaix,--,--,--,$0,--
1235,Navy,AAC,Mick Yokitis,--,--,--,$0,--
1236,Vanderbilt,SEC,Jason Tarver,--,--,--,$0,--
1237,Penn State,Big Ten,Sean Spencer,--,--,--,"$603,643",--
1238,Southern Methodist,AAC,Randall Joyner,--,--,--,$0,--
1239,Army,Ind.,Brent Davis,--,--,--,$0,--
1240,Pittsburgh,ACC,Andre Powell,--,--,--,$0,--
1241,Rice,C-USA,Joe Ashfield,--,--,--,$0,--
1242,Liberty,Ind.,Aaron Stamn,--,--,--,$0,--
1243,Miami (Fla.),ACC,Jonathan Patke,--,--,--,$0,--
1244,Duke,ACC,Zac Roper,--,--,--,$0,--
1245,Vanderbilt,SEC,Cameron Norcross,--,--,--,$0,--
1246,Duke,ACC,Derek Jones,--,--,--,$0,--
1247,Baylor,Big 12,Shawn Bell,--,--,--,$0,--
1248,Penn State,Big Ten,Ja'Juan Seider,--,--,--,"$603,643",--
1249,Texas Christian,Big 12,Dan Sharp,--,--,--,"$963,416",--
1250,Notre Dame,Ind.,Brian Polian,--,--,--,$0,--
1251,Army,Ind.,Daryl Dixon,--,--,--,$0,--
1252,Brigham Young,Ind.,Jeff Grimes,--,--,--,$0,--
1253,Temple,AAC,Andrew Thacker,--,--,--,$0,--
1254,Penn State,Big Ten,Matt Limegrover,--,--,--,"$603,643",--
1255,Air Force,Mt. West,Tim Cross,--,--,--,$0,--
